exam_year,state,city,center_name,center_id,total_students,above_600_marks,above_700_marks,center_average_marks,center_median_marks,state_average_marks,state_median_marks,national_average_marks,national_median_marks,Ultra_High_Score_Ratio,High_Score_Ratio,Center_v_National_Gap,Center_v_State_Gap,Center_Std_Dev,Center_Skewness,Center_Kurtosis,Anomaly_Flag,Anomaly_Score,Anomaly_Type
2024,Telangana,Hyderabad/Secunderabad,Kendriya Vidyalaya No.1 Golconda,420135,472,18,2,244.19,211.0,222.75,183,217.16,163,0.0042372881355932,0.0423728813559322,27.03,21.44,164.812,0.702,-0.304,1,0.03794416912946602,Normal Center
2024,Telangana,Hyderabad/Secunderabad,The Hyderabad Public School - Ramanthapur,420132,613,10,0,229.24,180.0,222.75,183,217.16,163,0.0,0.0163132137030995,12.080000000000013,6.490000000000009,157.571,0.767,-0.33,1,0.06718482384779118,Normal Center
2024,Telangana,Siddipet,Vikas High School,422201,520,2,0,185.46,134.0,222.75,183,217.16,163,0.0,0.0038461538461538,-31.69999999999999,-37.28999999999999,136.427,0.986,0.116,1,0.0641898179643417,Normal Center
2024,Telangana,Nalgonda,Aurobindo Public School,422005,300,0,0,187.68,140.5,222.75,183,217.16,163,0.0,0.0,-29.47999999999999,-35.06999999999999,141.588,0.825,-0.455,1,0.06560583441405088,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Shree Swaminarayan Gurukul Vidyalaya,420104,1075,33,2,238.51,206.0,222.75,183,217.16,163,0.001860465116279,0.0325581395348837,21.349999999999994,15.759999999999993,156.262,0.733,-0.195,1,0.054562041812496465,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Institute Of Aeronautical Engineering,420103,1156,29,0,232.46,198.5,222.75,183,217.16,163,0.0,0.0250865051903114,15.300000000000011,9.710000000000008,158.772,0.762,-0.227,1,0.06767438601033404,Normal Center
2024,Telangana,Nalgonda,Narayana High School,422002,379,0,0,191.05,147.0,222.75,183,217.16,163,0.0,0.0,-26.109999999999985,-31.69999999999999,133.786,0.739,-0.432,1,0.06636236434559611,Normal Center
2024,Telangana,Mahbubnagar,Fortune Butterfly School,420701,972,3,0,201.17,159.0,222.75,183,217.16,163,0.0,0.0030864197530864,-15.990000000000007,-21.580000000000013,144.09,0.784,-0.348,1,0.06751560499656756,Normal Center
2024,Telangana,Mahbubnagar,Kendriya Vidyalaya Mahabubnagar,420706,376,0,0,200.5,163.0,222.75,183,217.16,163,0.0,0.0,-16.659999999999997,-22.25,139.714,0.605,-0.693,1,0.06344102972239729,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Pmshri Kendriya Vidyalaya Bowenpally,420150,223,4,1,199.98,150.0,222.75,183,217.16,163,0.0044843049327354,0.0224215246636771,-17.180000000000007,-22.77000000000001,143.999,0.963,0.509,1,0.028015472058388335,Normal Center
2024,Telangana,Vikarabad,"New Nagarjuna High School, Vikarabad",422403,238,0,0,173.76,132.0,222.75,183,217.16,163,0.0,0.0,-43.400000000000006,-48.99000000000001,124.894,0.901,-0.085,1,0.06426380559116213,Normal Center
2024,Telangana,Warangal,Chaitanya ? Deemed To Be University,420502,585,3,0,216.39,181.0,222.75,183,217.16,163,0.0,0.0051282051282051,-0.7700000000000102,-6.360000000000014,149.231,0.649,-0.537,1,0.06722351351980038,Normal Center
2024,Telangana,Warangal,Masterji Degree & P.G College,420505,584,7,1,219.88,191.0,222.75,183,217.16,163,0.0017123287671232,0.0136986301369863,2.719999999999999,-2.8700000000000045,151.424,0.691,-0.422,1,0.055451660096150046,Normal Center
2024,Telangana,Vikarabad,Bhrungy International School,422404,410,4,0,176.48,125.0,222.75,183,217.16,163,0.0,0.0097560975609756,-40.68000000000001,-46.27000000000001,139.543,1.095,0.518,1,0.058044513606094805,Normal Center
2024,Telangana,Mahbubnagar,Shloka School,420708,256,0,0,172.57,136.5,222.75,183,217.16,163,0.0,0.0,-44.59,-50.18000000000001,126.231,0.995,0.192,1,0.0617707859949444,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Tatva Global School,420125,352,8,0,228.74,196.0,222.75,183,217.16,163,0.0,0.0227272727272727,11.580000000000013,5.990000000000009,154.168,0.729,-0.114,1,0.06662192736247691,Normal Center
2024,Telangana,Hyderabad/Secunderabad,P Obul Reddy Pub Sch Jubilee Hills Hyderabad Tl,420122,370,4,0,231.37,207.5,222.75,183,217.16,163,0.0,0.0108108108108108,14.210000000000008,8.620000000000005,146.726,0.562,-0.601,1,0.06271948407032835,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Azaan Intl School Toli Chowk Hyderabad Tl,420114,534,11,0,232.79,202.0,222.75,183,217.16,163,0.0,0.0205992509363295,15.629999999999995,10.039999999999992,153.455,0.674,-0.307,1,0.06718482384779118,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Princeton Institute Of Engineering And Technology For Women,420113,555,12,3,223.19,183.0,222.75,183,217.16,163,0.0054054054054054,0.027027027027027,6.030000000000001,0.4399999999999977,157.666,0.821,-0.026,1,0.014671126105127497,Normal Center
2024,Telangana,Mahbubnagar,Samartha School,420711,225,0,0,129.18,90.0,222.75,183,217.16,163,0.0,0.0,-87.97999999999999,-93.57,114.329,1.497,1.514,1,0.05045967807756163,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Kendriya Vidyalaya No Ii Uppal,420147,349,4,0,229.38,191.0,222.75,183,217.16,163,0.0,0.0114613180515759,12.22,6.629999999999996,153.58,0.659,-0.505,1,0.06630869831687608,Normal Center
2024,Telangana,Hyderabad/Secunderabad,St Andrews High School,420140,467,8,0,219.62,178.0,222.75,183,217.16,163,0.0,0.0171306209850107,2.460000000000008,-3.1299999999999955,146.896,0.874,0.129,1,0.06615108062531383,Normal Center
2024,Telangana,Jangaon,Gitanjali High School,421402,337,0,0,166.05,128.0,222.75,183,217.16,163,0.0,0.0,-51.10999999999999,-56.69999999999999,124.009,1.047,0.334,1,0.05770555192239346,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Kendriya Vidyalaya Crpf Barkas Hyderabad,420149,238,5,0,231.6,190.0,222.75,183,217.16,163,0.0,0.0210084033613445,14.439999999999998,8.849999999999994,155.047,0.724,-0.367,1,0.06693979423114343,Normal Center
2024,Telangana,Mahabubabad,Ekashila Angels School,421601,567,1,0,156.49,107.0,222.75,183,217.16,163,0.0,0.001763668430335,-60.66999999999999,-66.25999999999999,132.265,1.267,1.019,1,0.05553966344372785,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Vignana Jyothi Pub Sch Madhuranagar Hyderabad Tl,420112,580,12,0,234.27,203.0,222.75,183,217.16,163,0.0,0.0206896551724137,17.110000000000014,11.52000000000001,154.895,0.713,-0.304,1,0.06718482384779118,Normal Center
2024,Telangana,Gadwal,Sr Vidyanikethan,421201,306,1,0,198.85,149.5,222.75,183,217.16,163,0.0,0.0032679738562091,-18.31,-23.90000000000001,140.57,0.832,-0.249,1,0.06775073395259162,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Gitanjali Devashray,420115,534,16,1,234.83,198.0,222.75,183,217.16,163,0.0018726591760299,0.0318352059925093,17.670000000000016,12.080000000000013,161.564,0.732,-0.284,1,0.05376312649281495,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Delhi School Of Excellence Banjara Hills Hyd Tl,420123,349,8,0,234.14,201.0,222.75,183,217.16,163,0.0,0.0229226361031518,16.97999999999999,11.389999999999986,155.29,0.663,-0.389,1,0.06718482384779118,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Vista School,420124,349,4,0,216.99,190.0,222.75,183,217.16,163,0.0,0.0114613180515759,-0.1699999999999875,-5.759999999999991,149.459,0.75,-0.199,1,0.06834167717037504,Normal Center
2024,Telangana,Medak,Rainbow International School,421801,250,0,0,157.07,108.0,222.75,183,217.16,163,0.0,0.0,-60.09,-65.68,128.194,1.217,0.715,1,0.05563913453788505,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Azra Public School,420148,354,10,1,241.54,207.5,222.75,183,217.16,163,0.0028248587570621,0.0310734463276836,24.379999999999995,18.789999999999992,163.162,0.747,-0.211,1,0.049507441437553756,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Army Public School Golconda,420141,471,11,0,242.67,196.0,222.75,183,217.16,163,0.0,0.0233545647558386,25.50999999999999,19.919999999999987,164.159,0.628,-0.558,1,0.06462244058813665,Normal Center
2024,Telangana,Mahbubnagar,Delhi World School,420710,235,1,0,191.29,159.0,222.75,183,217.16,163,0.0,0.0042553191489361,-25.870000000000005,-31.460000000000008,133.518,0.929,0.304,1,0.06270570283710036,Normal Center
2024,Telangana,Hyderabad/Secunderabad,"Vip''S International School,Chandrayangutta Branch",420146,346,9,1,226.47,188.5,222.75,183,217.16,163,0.0028901734104046,0.0289017341040462,9.310000000000002,3.719999999999999,159.121,0.831,-0.027,1,0.047348146928900714,Normal Center
2024,Telangana,Hayathnagar,"Manchi School, Balapur Road",420808,404,11,1,283.44,268.5,222.75,183,217.16,163,0.0024752475247524,0.0297029702970297,66.28,60.69,161.264,0.345,-0.741,1,0.034063577062770356,Normal Center
2024,Telangana,Karimnagar,Vivekananda Degree & Pg College,420201,778,10,0,233.91,214.0,222.75,183,217.16,163,0.0,0.0128534704370179,16.75,11.159999999999997,146.975,0.561,-0.52,1,0.06271948407032835,Normal Center
2024,Telangana,Nizamabad,Kshatriya College Of Engineering,422104,354,4,0,191.35,139.5,222.75,183,217.16,163,0.0,0.0112994350282485,-25.81,-31.40000000000001,151.038,1.068,0.398,1,0.058546435821759,Normal Center
2024,Telangana,Hayathnagar,Arka  International School,420806,473,13,0,282.04,277.0,222.75,183,217.16,163,0.0,0.0274841437632135,64.88000000000002,59.29000000000002,166.549,0.212,-0.928,1,0.042725818040327934,Normal Center
2024,Telangana,Nizamabad,Ssr School Jannepally Vill. Navipet Man. Nizamabad Dist.,422103,377,2,0,197.73,153.0,222.75,183,217.16,163,0.0,0.0053050397877984,-19.430000000000007,-25.02000000000001,142.196,0.795,-0.234,1,0.06775073395259162,Normal Center
2024,Telangana,Hayathnagar,Candor Shrine I School Hayath Nagar Rr Dist Tl,420801,996,22,0,282.29,278.5,222.75,183,217.16,163,0.0,0.0220883534136546,65.13000000000002,59.54000000000002,154.963,0.239,-0.824,1,0.042725818040327934,Normal Center
2024,Telangana,Sangareddy,Pioneers School,420607,307,1,0,213.35,183.0,222.75,183,217.16,163,0.0,0.003257328990228,-3.8100000000000014,-9.400000000000006,150.655,0.68,-0.585,1,0.06721771753765415,Normal Center
2024,Telangana,Ranga Reddy,Creekside Intl. School Aziznagar Hyderabad Tl,420403,422,7,0,267.64,239.5,222.75,183,217.16,163,0.0,0.0165876777251184,50.47999999999999,44.88999999999999,166.226,0.371,-0.999,1,0.050196426393650184,Normal Center
2024,Telangana,Sangareddy,Rishi High School,420609,268,1,0,193.53,142.0,222.75,183,217.16,163,0.0,0.003731343283582,-23.629999999999995,-29.22,149.636,0.849,-0.282,1,0.0686789092207637,Normal Center
2024,Telangana,Ranga Reddy,Lead India Bharat Ratnas School Bandlaguda Hyd,420404,410,13,1,257.93,227.5,222.75,183,217.16,163,0.0024390243902439,0.0341463414634146,40.77000000000001,35.18000000000001,169.32,0.569,-0.706,1,0.0483410523702309,Normal Center
2024,Telangana,Nizamabad,Ssr Degree College,422102,426,1,0,196.11,156.5,222.75,183,217.16,163,0.0,0.0023474178403755,-21.049999999999983,-26.639999999999983,139.639,0.821,-0.221,1,0.06775073395259162,Normal Center
2024,Telangana,Nizamabad,Presidency High School,422105,354,2,0,203.75,161.0,222.75,183,217.16,163,0.0,0.0056497175141242,-13.409999999999997,-19.0,148.993,0.835,-0.211,1,0.06898096624699362,Normal Center
2024,Telangana,Hayathnagar,Saritha Vidya Nikethan,420807,471,9,0,277.01,270.0,222.75,183,217.16,163,0.0,0.019108280254777,59.85,54.25999999999999,160.34,0.244,-0.926,1,0.04611112449349292,Normal Center
2024,Telangana,Suryapet,Sri Venkateswara Engineering College,422301,508,5,0,187.39,138.0,222.75,183,217.16,163,0.0,0.0098425196850393,-29.77000000000001,-35.360000000000014,143.367,0.929,0.271,1,0.06419055039213212,Normal Center
2024,Telangana,Hayathnagar,Unicent School Hayathnagar(M) Hyderabad Tl,420809,356,9,0,281.77,272.0,222.75,183,217.16,163,0.0,0.0252808988764044,64.60999999999999,59.01999999999998,162.3,0.275,-0.882,1,0.042725818040327934,Normal Center
2024,Telangana,Medchal,Sadhu Vaswani International School,421910,229,2,0,267.1,234.0,222.75,183,217.16,163,0.0,0.0087336244541484,49.940000000000026,44.35000000000002,158.932,0.397,-0.876,1,0.05490218968185645,Normal Center
2024,Telangana,Sangareddy,St.Arnold''S High School,420608,282,1,0,224.88,180.5,222.75,183,217.16,163,0.0,0.0035460992907801,7.719999999999999,2.1299999999999955,154.236,0.57,-0.807,1,0.061677403667643405,Normal Center
2024,Telangana,Ranga Reddy,Global Indian International School Rr Dist Tl,420402,485,17,1,267.82,249.0,222.75,183,217.16,163,0.002061855670103,0.0371134020618556,50.66,45.06999999999999,166.377,0.49,-0.631,1,0.04686237483355532,Normal Center
2024,Telangana,Sangareddy,St.Anthony?S Degree College,420606,351,1,0,212.28,174.0,222.75,183,217.16,163,0.0,0.0028490028490028,-4.879999999999996,-10.47,145.869,0.681,-0.456,1,0.06733872405073332,Normal Center
2024,Telangana,Sangareddy,S V Junior College,420601,660,3,0,225.3,195.0,222.75,183,217.16,163,0.0,0.0045454545454545,8.140000000000015,2.550000000000012,150.379,0.499,-0.879,1,0.05688540407157833,Normal Center
2024,Telangana,Mancherial,Carmel Convent High School,421705,270,0,0,186.08,140.0,222.75,183,217.16,163,0.0,0.0,-31.079999999999984,-36.66999999999999,142.018,0.838,-0.325,1,0.06608555852161951,Normal Center
2024,Telangana,Mancherial,Carmel High School,421702,306,2,0,207.49,166.0,222.75,183,217.16,163,0.0,0.0065359477124183,-9.669999999999987,-15.259999999999993,145.314,0.745,-0.397,1,0.06800471985781953,Normal Center
2024,Telangana,Kothagudem,Nava Bharat Public School,421501,668,3,0,177.59,132.0,222.75,183,217.16,163,0.0,0.0044910179640718,-39.56999999999999,-45.16,135.643,1.001,0.25,1,0.06394276128203452,Normal Center
2024,Telangana,Medchal,Drs International School,421903,476,18,1,310.29,311.0,222.75,183,217.16,163,0.0021008403361344,0.0399159663865546,93.13000000000002,87.54000000000002,169.948,0.121,-0.99,1,0.029184964064762398,Normal Center
2024,Telangana,Medchal,Delhi World School,421904,472,13,1,278.92,256.5,222.75,183,217.16,163,0.0021186440677966,0.0296610169491525,61.76000000000002,56.170000000000016,163.293,0.311,-0.825,1,0.03314461052068768,Normal Center
2024,Telangana,Mancherial,Sri Ushodaya High School,421703,236,1,0,193.03,133.5,222.75,183,217.16,163,0.0,0.0042372881355932,-24.129999999999995,-29.72,144.969,0.883,-0.253,1,0.06762157226185256,Normal Center
2024,Telangana,Mancherial,Mount Carmel High School,421704,189,2,0,208.69,155.0,222.75,183,217.16,163,0.0,0.0105820105820105,-8.469999999999999,-14.060000000000002,150.062,0.919,-0.016,1,0.06638502884712594,Normal Center
2024,Telangana,Medchal,Suchitra Academy,421905,400,11,0,300.26,289.5,222.75,183,217.16,163,0.0,0.0275,83.1,77.50999999999999,168.547,0.181,-1.07,1,0.0352114765792107,Normal Center
2024,Telangana,Medchal,"Delhi World Public School , Kompally",421902,547,12,0,297.41,290.0,222.75,183,217.16,163,0.0,0.0219378427787934,80.25000000000003,74.66000000000003,153.925,0.199,-0.813,1,0.04097386602054115,Normal Center
2024,Telangana,Bhupalapally,Montessori High School Bhupalpally,421101,358,1,0,182.65,128.5,222.75,183,217.16,163,0.0,0.0027932960893854,-34.50999999999999,-40.1,136.178,0.98,-0.018,1,0.06498109876222113,Normal Center
2024,Telangana,Nizamabad,Ssr Discovery School,422110,289,1,0,170.73,115.0,222.75,183,217.16,163,0.0,0.0034602076124567,-46.43000000000001,-52.02000000000001,142.323,1.092,0.201,1,0.05709845344283365,Normal Center
2024,Telangana,Jagtial,Sri Chaitanya High School Jabithapur,421302,360,3,0,198.79,156.0,222.75,183,217.16,163,0.0,0.0083333333333333,-18.370000000000005,-23.960000000000008,143.402,0.934,0.069,1,0.06465294534929633,Normal Center
2024,Telangana,Vikarabad,St.Anthony''S High School Vikarabad,422401,237,1,0,158.7,110.0,222.75,183,217.16,163,0.0,0.0042194092827004,-58.46000000000001,-64.05000000000001,118.033,1.039,0.44,1,0.0602760953975659,Normal Center
2024,Telangana,Warangal,Alluri Institute Of Management Sciences,420507,473,3,0,207.98,166.0,222.75,183,217.16,163,0.0,0.0063424947145877,-9.180000000000009,-14.77000000000001,148.572,0.627,-0.632,1,0.06527986632447352,Normal Center
2024,Telangana,Mahbubnagar,Mount Basil High School,420703,520,1,0,203.93,174.0,222.75,183,217.16,163,0.0,0.0019230769230769,-13.22999999999999,-18.819999999999997,143.038,0.686,-0.473,1,0.06705870313282697,Normal Center
2024,Telangana,Mahbubnagar,"Shree Swaminarayan Gurukul International School, Jadcherla",420704,474,3,0,204.45,157.5,222.75,183,217.16,163,0.0,0.0063291139240506,-12.710000000000008,-18.30000000000001,143.421,0.818,-0.242,1,0.06824902920405174,Normal Center
2024,Telangana,Warangal,Greenwood High School,420509,156,1,0,160.68,112.0,222.75,183,217.16,163,0.0,0.0064102564102564,-56.47999999999999,-62.06999999999999,136.875,1.175,0.7,1,0.05563913453788505,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Birla Open Minds International School,420139,473,6,0,226.16,191.0,222.75,183,217.16,163,0.0,0.0126849894291754,9.0,3.4099999999999966,152.028,0.721,-0.311,1,0.06693979423114343,Normal Center
2024,Telangana,Nalgonda,News School,422007,227,1,0,165.55,118.0,222.75,183,217.16,163,0.0,0.0044052863436123,-51.60999999999999,-57.19999999999999,135.923,1.12,0.467,1,0.055082951795012824,Normal Center
2024,Telangana,Hyderabad/Secunderabad,D A V Public School,420106,888,16,3,226.98,189.0,222.75,183,217.16,163,0.0033783783783783,0.0213963963963963,9.819999999999991,4.22999999999999,151.684,0.792,-0.089,1,0.04520758611803316,Normal Center
2024,Telangana,Adilabad,Aryabhatta International School,420902,514,3,0,202.13,163.0,222.75,183,217.16,163,0.0,0.0058365758754863,-15.03,-20.620000000000005,144.55,0.672,-0.504,1,0.06632286039666724,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Cmr Technical Campus,420101,1263,26,2,222.0,180.0,222.75,183,217.16,163,0.0015835312747426,0.0221694378463974,4.840000000000003,-0.75,152.389,0.821,-0.097,1,0.053691352530700565,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Meridian School Madhapur,420108,703,14,0,230.56,188.0,222.75,183,217.16,163,0.0,0.0199146514935988,13.400000000000006,7.810000000000002,155.221,0.709,-0.319,1,0.06718482384779118,Normal Center
2024,Telangana,Hyderabad/Secunderabad,St.Peter?S  High School,420137,466,8,0,247.03,225.0,222.75,183,217.16,163,0.0,0.0171673819742489,29.870000000000005,24.28,154.091,0.64,-0.358,1,0.06532870191986018,Normal Center
2024,Telangana,Khammam,Blooming Minds Central School Ballepalli Khammam,420305,159,3,0,196.4,136.0,222.75,183,217.16,163,0.0,0.0188679245283018,-20.75999999999999,-26.349999999999994,165.688,0.97,-0.028,1,0.06563752101090226,Normal Center
2024,Telangana,Khammam,Svm Central Public School,420302,723,5,0,211.39,169.0,222.75,183,217.16,163,0.0,0.0069156293222683,-5.77000000000001,-11.360000000000014,151.369,0.745,-0.371,1,0.06784723267618376,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Bhavans Sri Ramakrishna Vidyalaya,420130,698,13,1,223.4,184.0,222.75,183,217.16,163,0.0014326647564469,0.0200573065902578,6.240000000000009,0.6500000000000057,155.467,0.826,-0.144,1,0.055404362181682765,Normal Center
2024,Telangana,Mahbubnagar,Kothakota Pupils High School,420705,395,2,0,195.76,156.0,222.75,183,217.16,163,0.0,0.0050632911392405,-21.40000000000001,-26.99000000000001,138.644,0.89,-0.033,1,0.06733139505670077,Normal Center
2024,Telangana,Warangal,Talla Padmavathi College Of Pharmacy,420508,352,1,0,221.51,178.5,222.75,183,217.16,163,0.0,0.002840909090909,4.349999999999994,-1.240000000000009,153.953,0.667,-0.627,1,0.06494704056639689,Normal Center
2024,Telangana,Mahbubnagar,Tagore School,420702,770,3,0,200.01,154.5,222.75,183,217.16,163,0.0,0.0038961038961038,-17.150000000000006,-22.74000000000001,144.521,0.834,-0.266,1,0.06768026113350856,Normal Center
2024,Telangana,Warangal,Warangal Public School,420506,588,4,0,212.5,181.0,222.75,183,217.16,163,0.0,0.0068027210884353,-4.659999999999997,-10.25,143.066,0.73,-0.246,1,0.06760265138793364,Normal Center
2024,Telangana,Warangal,Svs Group Of Institutions,420501,1178,11,0,209.04,169.0,222.75,183,217.16,163,0.0,0.0093378607809847,-8.120000000000005,-13.710000000000008,149.789,0.744,-0.346,1,0.06784723267618376,Normal Center
2024,Telangana,Hyderabad/Secunderabad,St. Michael''S School,420131,636,13,1,234.07,196.0,222.75,183,217.16,163,0.0015723270440251,0.0220125786163522,16.909999999999997,11.319999999999991,158.975,0.719,-0.304,1,0.05595259446551093,Normal Center
2024,Telangana,Khammam,Ses-V.V.Central Public School,420303,656,1,0,217.12,177.5,222.75,183,217.16,163,0.0,0.0015243902439024,-0.039999999999992,-5.629999999999996,145.486,0.54,-0.78,1,0.061911769954641316,Normal Center
2024,Telangana,Siddipet,Siddhartha High School,422202,548,3,0,185.74,149.0,222.75,183,217.16,163,0.0,0.0054744525547445,-31.419999999999987,-37.00999999999999,134.887,0.922,0.001,1,0.06473530896555812,Normal Center
2024,Telangana,Hyderabad/Secunderabad,D A V Public School Kukatpally Hyderabad Tl,420109,628,12,1,221.69,183.5,222.75,183,217.16,163,0.001592356687898,0.0207006369426751,4.530000000000001,-1.0600000000000025,148.75,0.789,-0.034,1,0.05296611513391053,Normal Center
2024,Telangana,Khammam,Max Institute Of Pharmaceutical Sciences,420304,468,6,0,225.41,181.0,222.75,183,217.16,163,0.0,0.0128205128205128,8.25,2.6599999999999966,159.562,0.674,-0.61,1,0.06499815106424423,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Indus Universal School,420136,467,9,1,225.52,188.0,222.75,183,217.16,163,0.0021413276231263,0.0214132762312633,8.360000000000014,2.7700000000000102,153.648,0.761,-0.067,1,0.050642758292606116,Normal Center
2024,Telangana,Adilabad,Aryabhatta High School,420903,638,1,0,175.14,123.0,222.75,183,217.16,163,0.0,0.0015673981191222,-42.02000000000001,-47.610000000000014,136.692,0.955,0.005,1,0.06473530896555812,Normal Center
2024,Telangana,Nalgonda,Spr High School,422001,470,3,0,187.18,144.5,222.75,183,217.16,163,0.0,0.0063829787234042,-29.97999999999999,-35.56999999999999,135.387,0.853,-0.077,1,0.06583978490543385,Normal Center
2024,Telangana,Hyderabad/Secunderabad,New Siddhartha Degree College For Women,420138,468,6,0,235.32,209.0,222.75,183,217.16,163,0.0,0.0128205128205128,18.16,12.569999999999991,147.825,0.617,-0.351,1,0.0655383213860275,Normal Center
2024,Telangana,Nalgonda,Montfort School - Cbse,422006,235,0,0,195.37,140.0,222.75,183,217.16,163,0.0,0.0,-21.789999999999992,-27.379999999999995,143.132,0.81,-0.497,1,0.06655876471041305,Normal Center
2024,Telangana,Hyderabad/Secunderabad,Chirec International School,420107,774,18,2,224.27,185.0,222.75,183,217.16,163,0.0025839793281653,0.0258397932816537,7.110000000000014,1.5200000000000102,153.413,0.809,-0.093,1,0.05123296771629293,Normal Center
2024,Manipur,Churachandpur,Rayburn College,320301,643,0,0,140.79,110.0,200.18,157,217.16,163,0.0,0.0,-76.37,-59.390000000000015,99.181,1.327,1.47,1,0.08478376375495866,Normal Center
2024,Manipur,Imphal,Hundred Flowers Hr. Sec. School,320105,465,2,0,193.7,148.0,200.18,157,217.16,163,0.0,0.0043010752688172,-23.460000000000008,-6.480000000000018,140.082,1.073,0.399,1,0.08731613611816597,Normal Center
2024,Manipur,Imphal,Kendriya Vidyalaya No.I Imphal (Lamphelpat),320102,582,5,0,206.59,156.5,200.18,157,217.16,163,0.0,0.0085910652920962,-10.569999999999991,6.409999999999997,149.416,0.909,-0.14,1,0.08703357494617414,Normal Center
2024,Manipur,Imphal,Kanan Devi Memorial School,320103,527,3,0,203.28,162.0,200.18,157,217.16,163,0.0,0.0056925996204933,-13.879999999999995,3.0999999999999943,147.418,0.792,-0.257,1,0.08579250115247883,Normal Center
2024,Manipur,Imphal,Kindergarten Montessori School,320104,466,3,0,201.98,159.5,200.18,157,217.16,163,0.0,0.0064377682403433,-15.180000000000009,1.799999999999983,146.357,0.897,-0.119,1,0.08703357494617414,Normal Center
2024,Manipur,Imphal,Human Resource Development Academy,320117,232,1,0,215.82,178.0,200.18,157,217.16,163,0.0,0.0043103448275862,-1.3400000000000034,15.639999999999986,142.855,0.84,-0.005,1,0.08751582696372645,Normal Center
2024,Manipur,Imphal,Shishu Nistha Niketan,320110,374,2,0,201.88,163.0,200.18,157,217.16,163,0.0,0.0053475935828877,-15.28,1.6999999999999886,140.165,0.912,0.086,1,0.08703357494617414,Normal Center
2024,Manipur,Imphal,Lamlong Higher Secondary School,320119,232,1,0,191.52,154.5,200.18,157,217.16,163,0.0,0.0043103448275862,-25.639999999999983,-8.659999999999997,134.31,0.805,-0.182,1,0.08547218307847237,Normal Center
2024,Manipur,Imphal,Ibotonsana Hr. Sec. School,320121,231,1,0,191.45,140.0,200.18,157,217.16,163,0.0,0.0043290043290043,-25.710000000000008,-8.730000000000018,146.868,1.088,0.197,1,0.08693051870166102,Normal Center
2024,Manipur,Imphal,Indian Institute Of Information Technology Manipur,320120,237,2,0,204.49,155.0,200.18,157,217.16,163,0.0,0.0084388185654008,-12.669999999999987,4.310000000000002,142.497,1.009,0.195,1,0.08726432785501681,Normal Center
2024,Manipur,Imphal,Bhaktivedanta Inst Mission H S School Imphal,320118,228,4,0,228.57,193.0,200.18,157,217.16,163,0.0,0.0175438596491228,11.409999999999997,28.389999999999983,158.603,0.721,-0.419,1,0.08608022271870092,Normal Center
2024,Manipur,Imphal,Regular English High School,320111,349,2,0,219.3,185.0,200.18,157,217.16,163,0.0,0.0057306590257879,2.140000000000015,19.120000000000005,150.536,0.682,-0.45,1,0.0853020850983261,Normal Center
2024,Manipur,Imphal,Unacco School Excellence In Education,320116,306,0,0,213.3,173.5,200.18,157,217.16,163,0.0,0.0,-3.859999999999985,13.120000000000005,152.044,0.711,-0.597,1,0.08558410496699281,Normal Center
2024,Manipur,Imphal,Nielit Imphal,320108,371,3,0,206.85,167.0,200.18,157,217.16,163,0.0,0.0080862533692722,-10.310000000000002,6.669999999999988,147.665,0.81,-0.258,1,0.08579250115247883,Normal Center
2024,Manipur,Imphal,Johnstone Hr. Sec. School,320101,576,5,0,203.23,165.5,200.18,157,217.16,163,0.0,0.0086805555555555,-13.930000000000009,3.049999999999983,141.02,0.945,0.202,1,0.08703357494617414,Normal Center
2024,Manipur,Imphal,Unacco School Excellence In Education,320106,464,6,0,205.35,160.0,200.18,157,217.16,163,0.0,0.0129310344827586,-11.810000000000002,5.169999999999988,150.13,0.973,0.079,1,0.08726432785501681,Normal Center
2024,Manipur,Imphal,Cc Higher Secondary School,320107,417,1,0,195.58,157.0,200.18,157,217.16,163,0.0,0.0023980815347721,-21.579999999999984,-4.599999999999994,137.163,0.844,-0.145,1,0.08735120912820327,Normal Center
2024,Manipur,Imphal,Tamphasana Girls'' Higher Secondary School,320109,374,2,0,205.16,165.5,200.18,157,217.16,163,0.0,0.0053475935828877,-12.0,4.97999999999999,145.881,0.848,-0.14,1,0.08751582696372645,Normal Center
